web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,garage,land_area,building_area,price
1716908129-2329,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Mewah Brand New American Klasik Di Cempaka Putih Jakpus,"Cempaka Putih, Jakarta Pusat",5,5,1,842 m²,1000 m²,Rp 32 Miliar
1716908129-2330,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah pusat kota Kemayoran Jakarta Pusat,"Kemayoran, Jakarta Pusat",2,3,,265 m²,150 m²,"Rp 2,85 Miliar"
1716908129-2331,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumahtua di Kwitang Jakarta Pusat,"Senen, Jakarta Pusat",7,3,3,595 m²,400 m²,"Rp 17,5 Miliar"
1716908129-2332,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Mewah Hook di Cideng Jakarta Pusat,"Cideng, Jakarta Pusat",4,3,2,420 m²,544 m²,"Rp 12,5 Miliar"
1716908129-2333,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Jual Rumah 2.5 Lantai Super Mewah Daerah Cempaka Putih Jakpus,"Cempaka Putih, Jakarta Pusat",5,7,,842 m²,1500 m²,Rp 32 Miliar
1716908129-2334,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Lama Hitung Tanah Di Jl Prambanan Menteng Jakpus,"Menteng, Jakarta Pusat",6,5,3,1110 m²,338 m²,"Rp 72,1 Miliar"
1716908129-2335,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Asri dan Terawat di kawasan Menteng,"Menteng, Jakarta Pusat",,,,500 m²,,Rp 45 Miliar
1716908129-2336,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,"Dijual Rumah 3 Lantai Berikut Furniture,di Hos Cokroaminoto (NV)","Menteng, Jakarta Pusat",19,19,20,1663 m²,3200 m²,Rp 135 Miliar
1716908129-2337,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Dijual Rumah Mewah Cempaka Putih Barat Full Furnished Brand New,"Cempaka Putih, Jakarta Pusat",5,5,2,842 m²,1000 m²,Rp 32 Miliar
1716908129-2338,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Di Daerah Elit Menteng Jakarta Selatan S6932,"Menteng, Jakarta Pusat",9,9,5,925 m²,1585 m²,Rp 70 Miliar
1716908129-2339,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,Rumah Lama Zona Komersial Ring Satu Harga Menarik Tanah Abang,"Tanah Abang, Jakarta Pusat",4,5,7,597 m²,300 m²,Rp 29 Miliar
1716908129-2340,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=693,"Dijual Rumah Kost Roi 9 Sd 10 Persen di Ring 1 Harmoni, Jakarta","Harmoni, Jakarta Pusat",23,8,,94 m²,450 m²,"Rp 6,95 Miliar"
1716908135-2341,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Jual Rumah Modern Minimalis Bagus Daerah Cempaka Putih,"Cempaka Putih, Jakarta Pusat",4,4,2,181 m²,244 m²,"Rp 7,2 Miliar"
1716908135-2342,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Di Jual Rumah Daerah Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",12,4,4,487 m²,378 m²,Rp 13 Miliar
1716908135-2343,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Jual Rumah Di Daerah Cempaka Putih Lingkungan Nyaman,"Cempaka Putih, Jakarta Pusat",5,3,2,503 m²,350 m²,Rp 16 Miliar
1716908135-2344,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,"Di Jual Rumah Baru Daerah Cempaka Putih, Jakarta Pusat.","Cempaka Putih, Jakarta Pusat",4,4,1,216 m²,252 m²,Rp 9 Miliar
1716908135-2345,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Dijual rumah minimalis daerah Menteng jakpus,"Menteng, Jakarta Pusat",9,6,2,661 m²,800 m²,Rp 60 Miliar
1716908135-2346,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Di Jual Rumah Dekat Jalan Utama Daerah Salemba,"Salemba, Jakarta Pusat",4,2,2,387 m²,300 m²,Rp 13 Miliar
1716908135-2347,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Jual Rumah Dekat Dengan Pusat Kegiatan Di Salemba,"Salemba, Jakarta Pusat",5,5,2,800 m²,620 m²,Rp 36 Miliar
1716908135-2348,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Dijual Rumah di Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",5,2,2,209 m²,150 m²,"Rp 4,59 Miliar"
1716908135-2349,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,#Di jual rumah kost murah di lokasi 5 menit harmoni kota jakarta pusat,"Sawah Besar, Jakarta Pusat",,,,450 m²,,"Rp 6,95 Miliar"
1716908135-2350,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Di Jual Town House di Menteng Lokasi Strategys,"Menteng, Jakarta Pusat",3,3,1,38 m²,80 m²,"Rp 1,35 Miliar"
1716908135-2351,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,"Rumah Harga NJOP di Petojo, Jakarta Pusat","Petojo, Jakarta Pusat",4,2,,150 m²,120 m²,"Rp 2,5 Miliar"
1716908135-2352,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Rumah asri terawat lingkungan rindang prime area di Menteng,"Menteng, Jakarta Pusat",5,3,3,885 m²,400 m²,Rp 100 Miliar
1716908135-2353,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,"rumah jalan penjernihan, kondisi bangunan sangat baik, rumah rapih dan bersih terawat","Pejompongan, Jakarta Pusat",10,6,3,352 m²,350 m²,Rp 20 Miliar
1716908135-2354,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,"Rumah Bagus SHM di Karet Pasar Baru, Jakarta Pusat","Karet Tengsin, Jakarta Pusat",5,2,1,300 m²,300 m²,Rp 15 Miliar
1716908135-2355,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Jual Cepat Rumah di Petojo Sabangan Unfurnish,"Petojo, Jakarta Pusat",3,2,1,207 m²,207 m²,Rp 7 Miliar
1716908135-2356,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Dijual Rumah dikawasan Bendungan Hilir Jakarta Pusat.,"Bendungan Hilir, Jakarta Pusat",4,3,1,126 m²,300 m²,"Rp 6,5 Miliar"
1716908135-2357,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,"Rumah 3 Lantai Full Furnished, di Menteng, Dekat Kedutaan","Menteng, Jakarta Pusat",19,19,20,1663 m²,3200 m²,Rp 135 Miliar
1716908135-2358,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Rumah Di Kemayoran Barat Cocok Untuk Usaha Konveksi,"Kemayoran, Jakarta Pusat",2,2,,135 m²,300 m²,"Rp 1,9 Miliar"
1716908135-2359,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,CB108 Rumah Brand New Di Menteng Dijual Jarang Ada,"Menteng, Jakarta Pusat",4,5,3,474 m²,1388 m²,Rp 67 Miliar
1716908135-2360,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=692,Di Jual Rumah Di Menteng Lokasi Strategys,"Menteng, Jakarta Pusat",13,12,14,2629 m²,1724 m²,Rp 325 Miliar
1716908142-2361,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Usaha Rumah Kost di Lokasi Harmoni Dekat Perkantoran Dan Transportasi Umum,"Hayam Wuruk, Jakarta Pusat",23,8,,94 m²,450 m²,"Rp 6,95 Miliar"
1716908142-2362,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumahtua Jual Cepat di Cideng Jakarta Pusat,"Cideng, Jakarta Pusat",7,5,3,258 m²,200 m²,Rp 8 Miliar
1716908142-2363,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Dijual Rumah Zona Komersil Daerah Tanah Abang 4,"Tanah Abang, Jakarta Pusat",3,3,,140 m²,200 m²,"Rp 6,5 Miliar"
1716908142-2364,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumah second wilayah gunung sahari,"Gunung Sahari, Jakarta Pusat",4,3,,96 m²,96 m²,"Rp 2,65 Miliar"
1716908142-2365,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumah Kost Wilayah Petojo,"Petojo, Jakarta Pusat",10,10,,225 m²,225 m²,Rp 12 Miliar
1716908142-2366,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,"Rumah 3 Lantai Sertifikat Hak Milik di Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",3,3,1,45 m²,135 m²,"Rp 2,65 Miliar"
1716908142-2367,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Dijual Rumah Hook di Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",6,3,2,600 m²,400 m²,Rp 15 Miliar
1716908142-2368,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,RUMAH DI MENTENG TIPE HUK LOKASI PREMIUM DEKAT HI JAKARTA PUSAT,"Menteng, Jakarta Pusat",5,3,2,885 m²,400 m²,Rp 100 Miliar
1716908142-2369,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumah kost 2 lantai 12 kamar bagus strategis dikemayoran,"Kemayoran, Jakarta Pusat",12,6,1,160 m²,390 m²,"Rp 5,5 Miliar"
1716908142-2370,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumah Elit Strategis Di Dempo Pegangsaan Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",5,4,,319 m²,252 m²,"Rp 11,5 Miliar"
1716908142-2371,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Dijual Rumah tua hitung tanah kramat Pulo Rp 2.595 M  Rumah di Kramat Jakarta Pusat SHM Butuh Renovasi Timur,"Kramat, Jakarta Pusat",,,,192 m²,,"Rp 2,59 Miliar"
1716908142-2372,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Di  rumah bagus full furnished di Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",7,7,2,650 m²,1500 m²,Rp 30 Miliar
1716908142-2373,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,$Di jual cepat rumah murah BU butuh duit Kramat Senin strategis jakarta pusat,"Senen, Jakarta Pusat",,,,150 m²,,"Rp 2,59 Miliar"
1716908142-2374,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,#Di jual  cepat rumah murah  kramat senin BU nego Deal jakarta pusat,"Senen, Jakarta Pusat",,,,150 m²,,"Rp 2,59 Miliar"
1716908142-2375,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,"#Di jual BU rumah lama ,Hitung tanah kramat pulo senin murah jakarta pusat","Kramat, Jakarta Pusat",,,,150 m²,,"Rp 2,59 Miliar"
1716908142-2376,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Dijual Rumah Benhil Jakarta Pusat Akses Jalan Lebar Harga Murah,"Bendungan Hilir, Jakarta Pusat",4,3,1,196 m²,231 m²,Rp 11 Miliar
1716908142-2377,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Dijual rumah minimalis strategis menteng Jakpus 18,"Menteng, Jakarta Pusat",9,7,,661 m²,800 m²,Rp 60 Miliar
1716908142-2378,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Rumah Di Daerah Elit Menteng Jakarta Selatan S6932,"Menteng, Jakarta Pusat",9,9,5,925 m²,1585 m²,Rp 70 Miliar
1716908142-2379,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Jual Rumah Daerah Cempaka Putih Jalan Besar 2 Jalur,"Cempaka Putih, Jakarta Pusat",4,3,1,250 m²,230 m²,"Rp 6,5 Miliar"
1716908142-2380,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=691,Di Jual Rumah Ex Kantor Daerah Cempaka Putih,"Cempaka Putih, Jakarta Pusat",3,3,2,300 m²,200 m²,"Rp 7,5 Miliar"
1716908152-2381,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Cempaka putih Rumah 2 lantai siap huni (hoek) akses jalan 2 mobil lokasi strategis,"Cempaka Putih, Jakarta Pusat",6,4,6,516 m²,529 m²,Rp 13 Miliar
1716908152-2382,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Menteng Rumah Brand New Luas 864 Mewah Premium,"Menteng, Jakarta Pusat",5,5,5,864 m²,1200 m²,Rp 95 Miliar
1716908152-2383,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,B01004 Li Rumah Kost di Wilayah Petojo,"Petojo, Jakarta Pusat",,,,450 m²,,"Rp 6,95 Miliar"
1716908152-2384,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Rumah Hoek Cantik 2 Lantai Komplek Cideng Jakbar,"Cideng, Jakarta Pusat",4,4,4,238 m²,280 m²,"Rp 7,5 Miliar"
1716908152-2385,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,"Rumah Di Jual Cepat  Cempaka Putih 2 Lantai, SHM, Menghadap Selatan.","Cempaka Putih, Jakarta Pusat",5,2,2,209 m²,150 m²,"Rp 4,8 Miliar"
1716908152-2386,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Turun Harga Rumah Menteng Lokasi Strategis,"Menteng, Jakarta Pusat",3,2,3,353 m²,200 m²,"Rp 23,8 Miliar"
1716908152-2387,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,"Dijual Rumah Standar 2lt Row Jalan 2 Mobil Cocok Untuk Kuliner, Expedisi Dll","Cempaka Putih, Jakarta Pusat",6,2,1,135 m²,178 m²,"Rp 1,8 Miliar"
1716908152-2388,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Cepat Rumah + Rumah Kost di Cemapaka Putih,"Cempaka Putih, Jakarta Pusat",19,10,,612 m²,924 m²,Rp 22 Miliar
1716908152-2389,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,RUMAH TUA KOMPLEK PERMATA ANGKASA KEMAYORAN HITUNG TANAH,"Kemayoran, Jakarta Pusat",3,2,1,243 m²,200 m²,"Rp 4,5 Miliar"
1716908152-2390,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Rumah Lux di Cempaka putih 2 Lantai SHM Bagus Semi Furnish,"Cempaka Putih, Jakarta Pusat",5,4,3,416 m²,414 m²,"Rp 8,75 Miliar"
1716908152-2391,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Rumah Mewah Modern Classic di Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",5,5,4,876 m²,1400 m²,Rp 100 Miliar
1716908152-2392,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,"Rumah Tua Harga BU, Pasaran 5M","Pangeran Jayakarta, Jakarta Pusat",2,2,,145 m²,200 m²,"Rp 3,5 Miliar"
1716908152-2393,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Rumah di Menteng kebon Sirih Jakarta Pusat,"Menteng, Jakarta Pusat",4,3,,285 m²,265 m²,Rp 16 Miliar
1716908152-2394,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Bangunan Tua Cocok Kantor Lokasi Petojo Jakarta Pusat,"Petojo, Jakarta Pusat",4,4,,589 m²,475 m²,"Rp 21,2 Miliar"
1716908152-2395,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Rumah Kost Exclusive Harmoni Jakarta Pusat Full Furnished,"Harmoni, Jakarta Pusat",23,8,,94 m²,450 m²,"Rp 6,95 Miliar"
1716908152-2396,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,"Dijual Rumah di Bawah Njop di Pasar Baru, Jakarta Pusat","Pasar Baru, Jakarta Pusat",7,5,,150 m²,350 m²,"Rp 3,2 Miliar"
1716908152-2397,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,kos-kos an di Jakarta Pusat,"Tanah Abang, Jakarta Pusat",10,10,,150 m²,260 m²,"Rp 9,9 Miliar"
1716908152-2398,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,"Rumah Lama Zona Komersil Lokasi di Tanah Abang, Jakarta Pusat","Tanah Abang, Jakarta Pusat",4,5,7,597 m²,300 m²,Rp 29 Miliar
1716908152-2399,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Dijual Cepat Rumah Kost Baru di Harmoni Jakarta Pusat,"Gambir, Jakarta Pusat",23,8,,94 m²,450 m²,"Rp 6,95 Miliar"
1716908152-2400,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=690,Rumah Murah harga miring di Menteng Jakarta Pusat,"Menteng, Jakarta Pusat",4,3,2,514 m²,250 m²,"Rp 9,5 Miliar"
1716908159-2401,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Cepat Rumah Di Pejompongan, Lokasi Strategis, Bebas Banjir","Bendungan Hilir, Jakarta Pusat",4,2,,231 m²,170 m²,"Rp 10,7 Miliar"
1716908159-2402,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Cepat di Menteng, Prestige Area Rumah Bagus Siap Huni","Menteng, Jakarta Pusat",3,3,,276 m²,450 m²,Rp 25 Miliar
1716908159-2403,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Rumah Area Pejompongan, Jakpus, Bebas Banjir, Lokasi Tenang","Bendungan Hilir, Jakarta Pusat",7,4,2,242 m²,300 m²,"Rp 6,5 Miliar"
1716908159-2404,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Segera Kos2an di Area Menteng Stasiun Dukuh Atas, Sudirman","Menteng, Jakarta Pusat",10,10,2,150 m²,350 m²,"Rp 8,9 Miliar"
1716908159-2405,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Strategis Dijual Di Jakarta Pusat,"Bendungan Hilir, Jakarta Pusat",5,3,3,281 m²,180 m²,Rp 15 Miliar
1716908159-2406,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Wahid Hasyim Menteng Jakarta Pusat Jual tanah Bonus tempat usaha,"Menteng, Jakarta Pusat",3,2,2,210 m²,150 m²,"Rp 16,8 Miliar"
1716908159-2407,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Menteng,"Menteng, Jakarta Pusat",6,5,2,650 m²,800 m²,Rp 60 Miliar
1716908159-2408,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah 4 Lantai Jakarta Pusat SHM Lokasi Bagus,"Bungur, Jakarta Pusat",5,4,,235 m²,252 m²,"Rp 6,8 Miliar"
1716908159-2409,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Termurah Di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",3,1,1,133 m²,120 m²,"Rp 2,8 Miliar"
1716908159-2410,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Kost ekslusif dan instagramable di Kramat Lontar Jakarta Pusat,"Senen, Jakarta Pusat",106,51,5,774 m²,1553 m²,Rp 25 Miliar
1716908159-2411,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Dijual Rumah Hook 2 Lantai di Cideng, Jakarta Barat","Cideng, Jakarta Pusat",4,4,4,238 m²,280 m²,"Rp 7,5 Miliar"
1716908159-2412,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Dijual Cepat Rumah Kost Full Furnished Harmoni Jakarta Pusat,"Harmoni, Jakarta Pusat",23,8,,94 m²,450 m²,"Rp 6,95 Miliar"
1716908159-2413,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Menteng,"Menteng, Jakarta Pusat",3,3,4,680 m²,532 m²,Rp 29 Miliar
1716908159-2414,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Termurah Di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",3,1,1,133 m²,120 m²,"Rp 2,8 Miliar"
1716908159-2415,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Bagus Luas Pinggir Jalan Dijual Di Jakarta Pusat,"Bendungan Hilir, Jakarta Pusat",10,6,2,352 m²,600 m²,Rp 21 Miliar
1716908159-2416,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Menteng,"Menteng, Jakarta Pusat",1,2,2,746 m²,295 m²,Rp 32 Miliar
1716908159-2417,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Mewah Brand New American Klasik Di Cempaka Putih Jakpus,"Cempaka Putih, Jakarta Pusat",5,5,4,842 m²,1000 m²,Rp 32 Miliar
1716908159-2418,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,"Rumah cocok buat Usaha di Pasar Baru, di Jalan Boulevard, HrgNego","Pasar Baru, Jakarta Pusat",4,4,14,529 m²,836 m²,Rp 36 Miliar
1716908159-2419,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Di Jual Rumah Modern Mewah Dengan Golf View di Kemayoran,"Kemayoran, Jakarta Pusat",5,5,4,750 m²,1100 m²,Rp 28 Miliar
1716908159-2420,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=689,Rumah Menteng,"Menteng, Jakarta Pusat",5,3,1,744 m²,500 m²,Rp 95 Miliar
1716908166-2421,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah 2 lantai di cempaka putih dekat pusat bisnis  & tol,"Cempaka Putih, Jakarta Pusat",,,,150 m²,,"Rp 4,59 Miliar"
1716908166-2422,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,RUMAH SUPER MEWAH 2 LANTAI LOKASI FANTASTIS DI CEMPAKA PUTIH JAKARTA-PUSAT,"Cempaka Putih, Jakarta Pusat",6,5,4,206 m²,400 m²,"Rp 4,9 Miliar"
1716908166-2423,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah Baru (2 Unit in Progress) di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",4,4,,180 m²,,"Rp 6,7 Miliar"
1716908166-2424,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah di Cempaka Putih HGB sd 2032 Bagus Utara,"Cempaka Putih, Jakarta Pusat",3,3,,261 m²,200 m²,"Rp 5,2 Miliar"
1716908166-2425,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Dijual Rumah Di Menteng Lokasi Super Bagus,"Menteng, Jakarta Pusat",3,3,,291 m²,194 m²,Rp 19 Miliar
1716908166-2426,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Di jual rumah murah di danau singkarak benhil jakpus,"Bendungan Hilir, Jakarta Pusat",3,2,,216 m²,180 m²,"Rp 5,9 Miliar"
1716908166-2427,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah Di Daerah Rawasari Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",5,3,,359 m²,308 m²,Rp 6 Miliar
1716908166-2428,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah Siap Huni Area Strategis Serdang Ekonomis Jual Segera,"Kemayoran, Jakarta Pusat",2,1,1,107 m²,107 m²,"Rp 1,6 Miliar"
1716908166-2429,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah Di Daerah Rawasari Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",5,3,,359 m²,308 m²,Rp 6 Miliar
1716908166-2430,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,"MURAH...RUMAH LAMA LT 595 M2 DI PRAPATAN, SENEN, JAKARTA PUSAT, HITUNG TANAH","Senen, Jakarta Pusat",7,3,2,595 m²,400 m²,"Rp 17,5 Miliar"
1716908166-2431,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,RUMAH @ CEMPAKA PUTIH BARAT (KOMPLEK SEKNEG),"Cempaka Putih, Jakarta Pusat",4,2,1,90 m²,140 m²,"Rp 3,05 Miliar"
1716908166-2432,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Rumah SHM di Cempaka Putih Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",5,2,1,209 m²,150 m²,"Rp 4,59 Miliar"
1716908166-2433,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,cempaka putih tengah siap huni area strategis sangat ekonomis,"Cempaka Putih, Jakarta Pusat",2,2,1,62 m²,90 m²,"Rp 1,95 Miliar"
1716908166-2434,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Dijual Cepat Rumah Cantik Dan Mewah Full Furnish 2 Lantai Cideng,"Cideng, Jakarta Pusat",4,4,2,238 m²,280 m²,"Rp 7,5 Miliar"
1716908166-2435,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Dijual Cepat Rumah Cantik Dan Mewah Full Furnish 2 Lantai Cideng,"Cideng, Jakarta Pusat",4,4,2,238 m²,280 m²,"Rp 7,5 Miliar"
1716908166-2436,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,"Dijual Rumah Springhill Luas 119m2 Sangat Nyaman, 3 Lantai!!","Kemayoran, Jakarta Pusat",3,2,,119 m²,363 m²,"Rp 5,3 Miliar"
1716908166-2437,https://www.rumah123.com/jual/jakarta-pusat/rumah/?sort=posted-desc&page=688,Jual Cepat Rumah Dgn Area Luas Di Pusat Komersial Senen Jakpus,"Senen, Jakarta Pusat",7,3,1,595 m²,400 m²,"Rp 17,5 Miliar"
