web-scraper-order,web-scraper-start-url,name,location,bedroom,bathroom,land_area,building_area,price
"1716936943-4007","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah mewah di Jl. Cempaka Putih tengah 25 jakarta pusat 2 Lantai","Cempaka Putih, Jakarta Pusat","3","3","LT55 m²","LB94 m²","Rp2,4 Miliar"
"1716936943-4008","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah 2 lantai modern full fasilitas Gym & swimming pool di rawasari jakarta pusat SHM","Johar Baru, Jakarta Pusat","2","2","LT68 m²","LB72 m²","Rp985 Juta"
"1716936943-4009","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah Baru Cantik Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB275 m²","Rp7,2 Miliar"
"1716936943-4010","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah Besar dan Mewah Jl. Intan Raya Sumur Batu Kec.kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","5","4","LT293 m²","LB330 m²","Rp4,98 Miliar"
"1716936943-4011","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Siap Huni Area Premium Dkt Pusat Bisnis Atrium Pasar Senen Segera","Jakarta Pusat, Jakarta","6","6","LT147 m²","LB300 m²","Rp3,6 Miliar"
"1716936943-4012","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah Lama Menteng","Menteng, Jakarta Pusat","0","0","LT975 m²","LB975 m²","Rp50 Miliar"
"1716936943-4013","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Di Jual Rumah Model Unik Dan Lokasi Strategis Di Menteng","Menteng, Jakarta Pusat","5","5","LT323 m²","LB374 m²","Rp23,5 Miliar"
"1716936943-4014","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah Lokasi Bagus Di Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","5","4","LT120 m²","LB220 m²","Rp2,5 Miliar"
"1716936943-4015","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Dijual Rumah Bagus Di Jalan Syamsu Rizal Menteng Jakarta Pusat","Menteng, Jakarta Pusat","5","4","LT515 m²","LB470 m²","Rp39 Miliar"
"1716936943-4016","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Rumah di jl. eka 2 Lantai SHM Bagus Barat 4 kamar tidur","Kemayoran, Jakarta Pusat","4","3","LT120 m²","LB230 m²","Rp2,6 Miliar"
"1716936943-4017","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Dijual Rumah Mewah di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","5","5","LT864 m²","LB1400 m²","Rp95 Miliar"
"1716936943-4018","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Dijual Cepat Rumah 2 Lantai Mewah, Bagus Dan Rapih Menteng","Menteng, Jakarta Pusat","7","6","LT720 m²","LB550 m²","Rp80 Miliar"
"1716936943-4019","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Dijual Cepat Rumah Bagus Dan Terawat Di Menteng","Menteng, Jakarta Pusat","8","6","LT721 m²","LB536 m²","Rp57,7 Miliar"
"1716936943-4020","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=299&urut=2","Jual Cepat Rumah Luxury Sangat Bagus Di Menteng","Menteng, Jakarta Pusat","5","4","LT1195 m²","LB650 m²","Rp60 Miliar"
"1716936947-4021","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936947-4022","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936947-4023","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah Lama di Salemba Jakarta Pusat.","Senen, Jakarta Pusat","7","3","LT387 m²","LB250 m²","Rp12 Miliar"
"1716936947-4024","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936947-4025","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936947-4026","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT1500 m²","LB150 m²","Rp3,5 Miliar"
"1716936947-4027","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah di Jalan Subang
Menteng Jakarta Pusat 2 Lantai Butuh Renovasi","Menteng, Jakarta Pusat","7","5","LT660 m²","LB800 m²","Rp41 Miliar"
"1716936947-4028","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah Bagus 2 Lantai Di Kramat Lontar Jakarta Pusat","Senen, Jakarta Pusat","12","4","LT295 m²","LB210 m²","Rp9 Miliar"
"1716936947-4029","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah Kepu selatan Jakarta Pusat jalan raya","Kemayoran, Jakarta Pusat","3","3","LT203 m²","LB260 m²","Rp4,1 Miliar"
"1716936947-4030","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah di Cempaka putih tengah, bagus dan bangun sendiri","Cempaka Putih, Jakarta Pusat","0","0","LT235 m²","LB350 m²","Rp6 Miliar"
"1716936947-4031","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","For Sale Brandnew House Progres Finishing Di Menteng","Menteng, Jakarta Pusat","5","5","LT864 m²","LB1200 m²","Rp100 Miliar"
"1716936947-4032","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah menteng american clasic, 2lantai, basement, 9kamar tidur utama, marmer, swimming pool, siap huni, negosiasi","Menteng, Jakarta Pusat","9","9","LT925 m²","LB1585 m²","Rp65 Miliar"
"1716936947-4033","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Kontrakan 2 Pintu di Cempaka Putih dengan Luas 96 m","Cempaka Putih, Jakarta Pusat","3","3","LT96 m²","LB80 m²","Rp900 Juta"
"1716936947-4034","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Dijual Rumah di Menteng Lokasi Strategys","Menteng, Jakarta Pusat","7","6","LT596 m²","LB700 m²","Rp38 Miliar"
"1716936947-4035","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","HUNIAN DI CEMPAKA PUTIH","Cempaka Putih, Jakarta Pusat","4","4","LT260 m²","LB300 m²","Rp7,8 Miliar"
"1716936947-4036","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah Menteng Ring 1 Jakarta Pusat","Menteng, Jakarta Pusat","5","5","LT1250 m²","LB635 m²","Rp215 Miliar"
"1716936947-4037","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah di Cempaka Putih 533m² Termurah Negoo","Cempaka Putih, Jakarta Pusat","3","2","LT533 m²","LB341 m²","Rp8,8 Miliar"
"1716936947-4038","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Luxurious Modern Classic Brand New House di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","6","6","LT876 m²","LB1400 m²","Rp90 Miliar"
"1716936947-4039","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","Rumah mewah LT 702 di Jl. Kramat VI, Kenari, Senen, Jakpus","Senen, Jakarta Pusat","5","4","LT702 m²","LB900 m²","Rp25,5 Miliar"
"1716936947-4040","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=298&urut=2","TURUN HARGA Rumah Plus Kos 3 Lantai Di Cempaka Putih, Jakarta","Cempaka Putih, Jakarta Pusat","22","21","LT225 m²","LB495 m²","Rp13,5 Miliar"
"1716936952-4041","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Asri, Terawat, Bagus Di Menteng","Menteng, Jakarta Pusat","3","3","LT285 m²","LB400 m²","Rp27 Miliar"
"1716936952-4042","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Cluster 2 LT di Jatibening Jatiwaringin Bekasi Kota","Gunung Sahari, Menteng, Jakarta Pusat","3","2","LT77 m²","LB77 m²","Rp880 Juta"
"1716936952-4043","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Model Vintage Unik Di Menteng","Menteng, Jakarta Pusat","18","17","LT365 m²","LB500 m²","Rp45 Miliar"
"1716936952-4044","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Tua di Kebon Kacang , Tanah Abang Jakarta Pusat","Tanah Abang, Jakarta Pusat","0","0","LT212 m²","LB207 m²","Rp7,7 Miliar"
"1716936952-4045","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Tua di Kebon kacang , Tanah Abang – Jakarta Pusat","Kebon Kacang, Tanah Abang, Jakarta Pusat","0","0","LT212 m²","LB207 m²","Rp7,7 Miliar"
"1716936952-4046","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Turun Harga Dijual Rumah Europian Clasic Design Di Menteng","Menteng, Jakarta Pusat","15","8","LT925 m²","LB1170 m²","Rp65 Miliar"
"1716936952-4047","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Tanah SHM Siap Bangun Di Johar Baru Jakarta Pusat","Johar Baru, Jakarta Pusat","0","0","LT100 m²","LB30 m²","Rp6 Miliar"
"1716936952-4048","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Termurah Rumah 2lt Brand New Masuk Mobil Bisa Kpr Dp.50jt Cicilan 5jtan Perbulan di Jakpus","Senen, Jakarta Pusat","2","2","LT23 m²","LB46 m²","Rp880 Juta"
"1716936952-4049","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Tanah + Rumah Tua Lokasi Strategis Di Menteng","Menteng, Jakarta Pusat","8","5","LT719 m²","LB646 m²","Rp65 Miliar"
"1716936952-4050","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah asri daerah menteng","Menteng, Jakarta Pusat","6","6","LT1200 m²","LB800 m²","Rp100 Miliar"
"1716936952-4051","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","RUMAH DI SAWAH BESAR COCOK UNTUK INVESTASI JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","3","4","LT352 m²","LB352 m²","Rp6,9 Miliar"
"1716936952-4052","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Terlaris Rumah Baru 2lt Akses Jalan 2mobil Bisa Kpr Cicilan 5jtaan Dekat Menteng Jakpus","Menteng, Jakarta Pusat","2","2","LT23 m²","LB46 m²","Rp880 Juta"
"1716936952-4053","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Model Villa Sangat Cakep Di Menteng","Menteng, Jakarta Pusat","5","5","LT1225 m²","LB800 m²","Rp95 Miliar"
"1716936952-4054","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Menteng, terawat, jarang ada","Menteng, Jakarta Pusat","4","4","LT610 m²","LB900 m²","Rp50 Miliar"
"1716936952-4055","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936952-4056","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT150 m²","LB1500 m²","Rp3,5 Miliar"
"1716936952-4057","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Kost Ekslusif Daerah Senen Jakarta Pusat","Senen, Jakarta Pusat","99","51","LT774 m²","LB2053 m²","Rp19 Miliar"
"1716936952-4058","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Bagus 2 Lantai Kramat Lontar Jakarta Pusat","Senen, Jakarta Pusat","12","4","LT295 m²","LB210 m²","Rp9 Miliar"
"1716936952-4059","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Rumah Tua Hitung Tanah, Gol C  di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","7","4","LT743 m²","LB500 m²","Rp80 Miliar"
"1716936952-4060","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=297&urut=2","Dijual Rumah Kos Kosan Hanya 5 Menit Ke Monas Dan Tugu Tani, Jakarta Pusat 026","Senen, Jakarta Pusat","12","12","LT1500 m²","LB150 m²","Rp3,5 Miliar"
"1716936956-4061","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Kramat kwitang 595m, komersial, dekat, strategis, njop, murah","Senen, Jakarta Pusat","7","3","LT595 m²","LB400 m²","Rp17,5 Miliar"
"1716936956-4062","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","RUMAH KARTINI 3 LANTAI JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","2","2","LT28 m²","LB63 m²","Rp1,5 Miliar"
"1716936956-4063","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","RUMAH DI KARTINI JAKARTA PUSAT 3 LANTAI","Sawah Besar, Jakarta Pusat","4","3","LT90 m²","LB180 m²","Rp1,75 Miliar"
"1716936956-4064","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","RUMAH MANGGA DUA DALAM JAKARTA PUSAT","Sawah Besar, Jakarta Pusat","3","3","LT120 m²","LB210 m²","Rp3,5 Miliar"
"1716936956-4065","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Di Kwitang Senen Jakarta Pusat","Senen, Jakarta Pusat","4","3","LT241 m²","LB350 m²","Rp4,5 Miliar"
"1716936956-4066","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Dijual Rumah Baru Konsep Modern Classic Di Prime Area Menteng Jakarta Pusat","Menteng, Jakarta Pusat","4","4","LT378 m²","LB800 m²","Rp35 Miliar"
"1716936956-4067","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Asri Di Kemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","9","4","LT220 m²","LB400 m²","Rp7 Miliar"
"1716936956-4068","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah di Jalan Persatuan Guru, Gambir Jakarta Pusat","Gambir, Jakarta Pusat","6","5","LT418 m²","LB500 m²","Rp13,5 Miliar"
"1716936956-4069","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Dijual Rumah Menteng Asri Dan Tenang Jakarta Pusat","Menteng, Jakarta Pusat","4","2","LT517 m²","LB500 m²","Rp13 Miliar"
"1716936956-4070","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Hitung Tanah Zona K3 Cikini Menteng","Menteng, Jakarta Pusat","0","0","LT518 m²","LB348 m²","Rp21 Miliar"
"1716936956-4071","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Dijual rumah harga investor cempaka Putih Jakarta timur","Cempaka Putih, Jakarta Pusat","4","2","LT282 m²","LB350 m²","Rp2 Miliar"
"1716936956-4072","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Mewah Semi Furnish di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","6","6","LT1100 m²","LB1800 m²","Rp95 Miliar"
"1716936956-4073","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Terawat di Menteng, Jakarta Pusat","Menteng, Jakarta Pusat","8","7","LT537 m²","LB1100 m²","Rp25 Miliar"
"1716936956-4074","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Bagus 2 Lantai Di Kramat Lontar Jakarta Pusat","Senen, Jakarta Pusat","12","4","LT295 m²","LB210 m²","Rp9 Miliar"
"1716936956-4075","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah  cantik dan Asri lokasi Fantastis diKemayoran Jakarta Pusat","Kemayoran, Jakarta Pusat","9","4","LT220 m²","LB400 m²","Rp7 Miliar"
"1716936956-4076","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Bu Rumah Kost Produktif Paseban Senen Jakarta Full Furnished","Cempaka Putih, Jakarta Pusat","30","30","LT270 m²","LB540 m²","Rp8,7 Miliar"
"1716936956-4077","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Bu Rumah Kost Produktif Paseban Senen Jakarta Full Furnished","Tanah Abang, Jakarta Pusat","30","30","LT270 m²","LB540 m²","Rp8,7 Miliar"
"1716936956-4078","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Hitung Tanah di Cempaka Putih Tengah","Cempaka Putih, Jakarta Pusat","5","2","LT209 m²","LB150 m²","Rp4,59 Miliar"
"1716936956-4079","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah Hitung Tanah SHM di Kawasan Menteng","Menteng, Jakarta Pusat","5","4","LT650 m²","LB350 m²","Rp55 Miliar"
"1716936956-4080","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=296&urut=2","Rumah 2 Lantai Bagus SHM di Cempaka Putih, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","5","2","LT300 m²","LB120 m²","Rp7 Miliar"
"1716936961-4081","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Di Kwitang Senen Jakarta Pusat","Senen, Jakarta Pusat","4","3","LT241 m²","LB350 m²","Rp4,5 Miliar"
"1716936961-4082","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Cempaka Putih Dekat RS Islam Dan Kampus Yarsi  Hitung Tanah","Cempaka Putih, Jakarta Pusat","4","1","LT252 m²","LB123 m²","Rp4,7 Miliar"
"1716936961-4083","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Dijual Rumah Siap Huni di Cempaka Putih Jakarta Pusat. Is Efgs","Cempaka Putih, Jakarta Pusat","4","4","LT861 m²","LB650 m²","Rp20 Miliar"
"1716936961-4084","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Dijual Rumah Di Cempaka Putih Tengah Jak pus","Cempaka Putih, Jakarta Pusat","6","5","LT180 m²","LB275 m²","Rp7,2 Miliar"
"1716936961-4085","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Masih Kokoh Dan Siap Huni Di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","2","LT479 m²","LB537 m²","Rp13,5 Miliar"
"1716936961-4086","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Baru Jadi (New) Di Cempaka Putih Tengah Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB278 m²","Rp7,2 Miliar"
"1716936961-4087","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Kosan di Senen","Senen, Jakarta Pusat","0","0","LT198 m²","LB600 m²","Rp8,5 Miliar"
"1716936961-4088","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Cempaka Putih Siap Huni Dekat Ke Tempat Kuliner","Cempaka Putih, Jakarta Pusat","3","3","LT177 m²","LB200 m²","Rp6,3 Miliar"
"1716936961-4089","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Cempaka Putih Murah Banget","Cempaka Putih, Jakarta Pusat","4","2","LT108 m²","LB250 m²","Rp3 Miliar"
"1716936961-4090","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Dijual Rumah di Salemba cocok untuk Kost Kostan","Senen, Jakarta Pusat","4","3","LT100 m²","LB110 m²","Rp1 Miliar"
"1716936961-4091","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Jual cepat rumah di area Menteng jl.latuharhari jakarta pusat","Menteng Jakarta Pusat, Menteng, Jakarta Pusat","6","5","LT920 m²","LB600 m²","Rp45 Miliar"
"1716936961-4092","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah hitung tanah di Menteng Jakarta Pusat","Menteng, Jakarta Pusat","0","0","LT660 m²","LB660 m²","Rp41 Miliar"
"1716936961-4093","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah tua hitung tanah di batanghari, cideng, jakarta pusat","Cideng, Jakarta Pusat","0","0","LT233 m²","LB180 m²","Rp5 Miliar"
"1716936961-4094","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah Baru Cantik Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB275 m²","Rp7,2 Miliar"
"1716936961-4095","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah + Kost2an Exclusive Tanah Abang Lokasi Startegis","Tanah Abang, Jakarta Pusat","3","2","LT655 m²","LB1300 m²","Rp30 Miliar"
"1716936961-4096","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Rumah 2 Lantai Baru SHM di Cempaka Putih Tengah, Jakarta Pusat","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB275 m²","Rp7,2 Miliar"
"1716936961-4097","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Dijual Rumah 2 1 4 Lantai Terawat Di Menteng","Menteng, Jakarta Pusat","9","8","LT1400 m²","LB2000 m²","Rp112 Miliar"
"1716936961-4098","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Dijual Rumah Klasik Prime Area Dan Bagus Di Menteng","Menteng, Jakarta Pusat","6","6","LT600 m²","LB400 m²","Rp65 Miliar"
"1716936961-4099","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Brand New Dijual Rumah Di Cempaka Putih Tengah Jak Pus 2lantai","Cempaka Putih, Jakarta Pusat","4","4","LT180 m²","LB280 m²","Rp7,2 Miliar"
"1716936961-4100","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=295&urut=2","Jual cepat Rumah Bagus di Jl. Syyamsu Rizal.menteng Jakarta Pusat","Menteng, Jakarta Pusat","5","4","LT515 m²","LB470 m²","Rp39 Miliar"
"1716936965-4101","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Siap Huni Dalam Komplek Elit Cempaka Putih Timur","Cempaka Putih, Jakarta Pusat","5","4","LT239 m²","LB239 m²","Rp4,85 Miliar"
"1716936965-4102","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Cempaka Putih Jakpus : LT 209 m2, Jual Cepat Murah, Jln 2 Mbl","Cempaka Putih, Jakarta Pusat","5","2","LT208 m²","LB150 m²","Rp4,5 Miliar"
"1716936965-4103","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Minimalis Modern Di Cempaka Putih Kota Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","3","LT53 m²","LB94 m²","Rp2,4 Miliar"
"1716936965-4104","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","DI  RUMAH EXCLUSIVE Di CEMPAKA PUTIH 25 Rumah","Cempaka Putih, Jakarta Pusat","3","3","LT53 m²","LB94 m²","Rp2,4 Miliar"
"1716936965-4105","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Mewah Modern di Cempaka Putih Jakarta Pusat","Cempaka Putih, Jakarta Pusat","3","3","LT53 m²","LB94 m²","Rp2,28 Miliar"
"1716936965-4106","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Cempaka Putih Tengah: 2 Lt, LT 378 m2, Murah Jual Cepat BU Bagus","Cempaka Putih, Jakarta Pusat","9","7","LT378 m²","LB600 m²","Rp9,5 Miliar"
"1716936965-4107","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Cempaka Putih Dekat Dwima Plazza  Dan RS Islam","Cempaka Putih, Jakarta Pusat","5","4","LT239 m²","LB239 m²","Rp4,6 Miliar"
"1716936965-4108","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Dijual Rumah 2lt Mewah Dan Sangat Bagus di Menteng","Menteng, Jakarta Pusat","4","0","LT1500 m²","LB1500 m²","Rp300 Miliar"
"1716936965-4109","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","RUMAH 2 LANTAI  DEKAT RS ISLAM CEMPAKA PUTIH JAKARTA PUSAT","Cempaka Putih, Jakarta Pusat","3","3","LT54 m²","LB80 m²","Rp1,89 Miliar"
"1716936965-4110","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Rumah Minimalis Di lokasi Strategis Cempaka Putih Kota Jakarta Pusat","Cempaka Putih, Jakarta Pusat","2","3","LT39 m²","LB77 m²","Rp1,36 Miliar"
"1716936965-4111","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Jual Rumah Siap Huni Lokasi Strategis Di Menteng","Menteng, Jakarta Pusat","4","4","LT285 m²","LB400 m²","Rp27 Miliar"
"1716936965-4112","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Jual Rumah Siap Renovasi di Kawasan Elite Jakarta","Menteng, Jakarta Pusat","5","5","LT517 m²","LB500 m²","Rp13 Miliar"
"1716936965-4113","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Brand New Dijual Rumah Dua Lantai Di Cempaka Putih Tengah Jakarta Pusat","Cempaka Putih, Jakarta Pusat","6","5","LT180 m²","LB275 m²","Rp7,2 Miliar"
"1716936965-4114","https://www.99.co/id/jual/rumah/jakarta-pusat?hlmn=294&urut=2","Dijual Rumah Lama Hitung Tanah Di Menteng","Menteng, Jakarta Pusat","0","0","LT716 m²","LB650 m²","Rp57,3 Miliar"
